temperature,Voltage,power_usage,battery_health,uptime,site_type,location_type,energy_efficiency
32.7,238.66,2025.9999999999998,79.19,19,Ground,Rural,81.24
33.9,241.71,1296.0,93.19,20,Rooftop,Rural,95.18
28.5,237.94,372.0,96.26,21,Ground,Rural,100.0
33.6,239.15,2680.0,77.7,22,Ground,Rural,73.2
34.2,235.26,1068.0,87.23,23,Ground,Rural,92.23
34.7,240.1,966.0,90.35,24,Ground,Rural,96.52
41.0,238.33,1816.0,82.61,1,Ground,Urban,75.62
41.2,240.93,1332.0,92.59,2,Ground,Rural,87.8
42.7,236.68,326.0,96.92,3,Ground,Rural,95.66
34.2,237.23,1394.0,90.62,4,Ground,Rural,89.75
40.1,243.36,1466.0,90.86,5,Ground,Urban,85.69
28.8,237.61,2902.0,78.42,6,Ground,Rural,75.08
31.0,245.67,334.0,96.53,7,Ground,Urban,100.0
37.8,240.61,312.0,97.88,8,Ground,Rural,99.9
29.8,246.13,226.0,98.66,9,Ground,Rural,100.0
37.1,241.47,240.0,97.82,10,Rooftop,Rural,99.52
36.2,241.66,1796.0,87.34,11,Rooftop,Urban,76.9
25.5,242.49,1710.0,87.54,12,Ground,Urban,92.08
40.2,237.04,1396.0,91.75,13,Ground,Rural,88.11
30.7,240.13,1122.0,88.33,14,Rooftop,Rural,95.03
31.7,242.69,1230.0,91.84,15,Rooftop,Urban,93.71
33.5,237.89,978.0,89.63,16,Ground,Rural,97.35
39.7,245.07,888.0,91.87,17,Ground,Rural,98.79
36.0,238.9,1928.0,89.81,18,Ground,Urban,80.8
43.2,246.3,774.0,95.61,19,Ground,Urban,96.34
32.1,245.02,1540.0,92.01,20,Ground,Urban,90.74
30.5,240.67,1376.0,90.97,21,Ground,Urban,91.72
40.5,250.18,476.0,94.59,22,Rooftop,Rural,94.75
37.9,235.93,1232.0,89.85,23,Rooftop,Urban,84.82
43.5,242.12,484.0,96.18,24,Rooftop,Rural,99.76
30.7,240.17,300.0,97.79,1,Rooftop,Urban,100.0
37.3,240.04,1350.0,89.49,2,Rooftop,Rural,88.57
38.9,239.82,1336.0,91.94,3,Ground,Urban,85.1
33.5,241.02,106.0,99.1,4,Rooftop,Rural,100.0
32.6,239.23,1018.0,90.43,5,Rooftop,Urban,95.38
33.4,237.06,876.0,90.8,6,Ground,Urban,97.3
34.5,241.82,924.0,91.55,7,Ground,Urban,92.81
36.0,235.56,1606.0,90.57,8,Ground,Urban,88.92
36.3,241.32,228.0,98.32,9,Ground,Urban,100.0
37.8,242.82,428.0,97.79,10,Rooftop,Rural,100.0
29.5,237.12,128.0,98.69,11,Rooftop,Rural,100.0
37.8,239.02,808.0,91.38,12,Rooftop,Urban,92.2
33.6,238.01,364.0,97.94,13,Ground,Rural,100.0
30.3,238.95,234.0,97.87,14,Ground,Rural,100.0
28.6,232.49,1914.0,77.9,15,Ground,Urban,89.28
31.0,235.47,2152.0,81.41,16,Rooftop,Rural,78.87
37.8,242.65,210.0,98.19,17,Rooftop,Rural,97.82
29.1,241.78,300.0,96.22,18,Ground,Rural,100.0
29.6,242.06,356.0,97.83,19,Rooftop,Urban,100.0
28.4,245.68,398.0,97.19,20,Rooftop,Rural,100.0
30.9,240.45,1312.0,90.24,21,Ground,Rural,95.18
34.1,241.92,1676.0,84.65,22,Rooftop,Urban,83.13
28.5,240.4,424.0,97.02,23,Rooftop,Rural,100.0
30.1,241.92,1254.0,92.67,24,Ground,Urban,93.69
31.3,241.19,1724.0,87.09,1,Ground,Urban,86.08
32.0,242.34,1796.0,85.42,2,Rooftop,Rural,86.92
33.1,238.44,1360.0,90.83,3,Ground,Urban,86.26
39.6,235.9,3056.0,77.67,4,Rooftop,Urban,66.38
35.3,243.24,214.0,98.87,5,Rooftop,Urban,100.0
37.3,247.12,398.0,96.09,6,Ground,Urban,100.0
37.9,244.51,2590.0,81.65,7,Rooftop,Rural,74.44
39.8,236.13,150.0,98.87,8,Rooftop,Rural,100.0
22.9,239.74,246.0,98.14,9,Rooftop,Urban,100.0
41.7,239.82,1400.0,87.08,10,Rooftop,Urban,84.08
32.3,236.82,4232.0,67.26,11,Rooftop,Urban,53.89
28.6,240.64,3658.0,64.28,12,Ground,Rural,60.02
39.8,246.92,364.0,96.86,13,Rooftop,Rural,95.08
25.5,240.69,1108.0,93.96,14,Rooftop,Rural,98.25
34.3,242.08,2234.0,84.45,15,Ground,Urban,80.36
27.4,241.82,130.0,98.84,16,Rooftop,Rural,100.0
37.6,242.65,606.0,93.91,17,Rooftop,Rural,95.96
35.9,239.42,2025.9999999999998,84.36,18,Rooftop,Urban,77.07
40.3,242.38,1302.0,93.46,19,Ground,Rural,87.45
47.5,241.8,1798.0,87.39,20,Rooftop,Rural,75.41
41.1,240.88,210.0,97.74,21,Ground,Urban,98.5
31.0,242.1,1028.0,90.38,22,Rooftop,Rural,96.17
36.8,237.53,138.0,98.98,23,Ground,Rural,100.0
45.9,242.47,574.0,94.77,24,Rooftop,Rural,91.87
34.1,243.58,1594.0,87.23,1,Rooftop,Rural,89.16
43.0,241.06,1536.0,88.53,2,Rooftop,Rural,80.7
33.3,242.11,212.0,98.22,3,Ground,Urban,100.0
42.2,238.2,3054.0,81.0,4,Ground,Urban,63.0
31.6,239.42,2272.0,82.2,5,Ground,Rural,78.84
28.2,239.29,84.0,99.29,6,Ground,Rural,100.0
31.4,242.07,282.0,98.03,7,Rooftop,Rural,100.0
34.1,243.0,878.0,92.15,8,Rooftop,Rural,86.94
45.5,242.15,1578.0,89.99,9,Rooftop,Urban,81.03
30.2,242.63,1416.0,90.24,10,Rooftop,Rural,95.08
36.0,243.25,296.0,97.8,11,Ground,Rural,100.0
31.4,240.46,480.0,95.49,12,Rooftop,Urban,100.0
39.1,244.96,428.0,97.32,13,Ground,Urban,100.0
25.0,239.76,2706.0,75.3,14,Rooftop,Urban,70.63
27.6,240.95,354.0,96.68,15,Ground,Urban,100.0
37.3,243.95,498.0,92.17,16,Ground,Rural,98.45
36.5,241.97,242.0,97.67,17,Ground,Rural,100.0
33.1,240.92,2114.0,85.2,18,Rooftop,Rural,80.72
40.7,243.67,294.0,97.42,19,Rooftop,Urban,99.87
29.0,240.37,1942.0,83.51,20,Ground,Urban,81.68
36.9,237.31,128.0,98.52,21,Rooftop,Urban,100.0
32.4,240.99,290.0,96.69,22,Ground,Rural,100.0
39.7,240.06,460.0,97.35,23,Rooftop,Urban,93.69
34.3,249.65,276.0,98.42,24,Rooftop,Rural,100.0
37.8,236.86,446.0,97.53,1,Ground,Urban,100.0
37.5,243.08,1914.0,84.7,2,Ground,Urban,85.23
39.2,243.29,318.0,96.56,3,Rooftop,Urban,96.3
36.0,245.65,368.0,97.92,4,Ground,Rural,100.0
29.6,235.49,5962.0,44.03,5,Rooftop,Rural,32.09
32.2,238.12,2096.0,88.82,6,Ground,Urban,85.29
36.0,242.72,308.0,97.03,7,Rooftop,Urban,100.0
32.2,236.13,5386.0,58.8,8,Rooftop,Urban,43.57
31.9,244.68,338.0,97.08,9,Rooftop,Rural,100.0
30.7,244.01,240.0,98.7,10,Ground,Urban,100.0
39.7,242.07,1906.0,82.2,11,Rooftop,Urban,75.45
28.6,242.11,386.0,95.7,12,Ground,Urban,100.0
39.9,238.14,1664.0,83.05,13,Rooftop,Rural,79.4
34.3,240.7,420.0,95.9,14,Rooftop,Urban,99.33
39.7,241.14,240.0,98.16,15,Ground,Urban,100.0
36.9,243.59,1382.0,87.48,16,Ground,Rural,85.74
32.5,242.89,158.0,98.59,17,Ground,Urban,100.0
34.3,239.97,184.0,98.06,18,Rooftop,Urban,100.0
35.3,236.64,298.0,96.63,19,Ground,Urban,100.0
36.2,240.12,160.0,98.99,20,Rooftop,Urban,100.0
35.7,238.49,1404.0,92.69,21,Rooftop,Urban,89.61
41.2,247.93,270.0,97.54,22,Rooftop,Rural,100.0
30.1,240.85,210.0,98.21,23,Ground,Urban,100.0
27.8,239.55,1580.0,83.99,24,Ground,Urban,91.19
32.5,237.28,2170.0,88.05,1,Ground,Urban,81.53
42.2,244.05,1002.0,91.22,2,Rooftop,Rural,87.3
30.5,239.3,764.0,94.6,3,Rooftop,Urban,95.33
33.6,240.05,2060.0,85.8,4,Rooftop,Rural,80.27
29.4,237.42,2280.0,76.92,5,Ground,Urban,72.07
35.1,238.2,1268.0,91.48,6,Rooftop,Rural,88.96
36.7,239.33,1938.0,82.57,7,Rooftop,Rural,80.33
34.0,244.06,1336.0,90.08,8,Ground,Rural,88.44
35.1,242.72,276.0,98.1,9,Rooftop,Urban,100.0
40.1,238.55,1380.0,88.49,10,Rooftop,Urban,83.9
37.8,236.2,230.0,97.97,11,Ground,Urban,100.0
30.0,226.53,1328.0,92.45,12,Rooftop,Rural,95.15
28.4,242.3,370.0,96.59,13,Ground,Urban,100.0
32.2,237.18,1980.0,81.64,14,Ground,Rural,85.22
34.5,243.57,352.0,97.12,15,Ground,Rural,100.0
25.4,245.07,2106.0,81.48,16,Ground,Rural,82.09
35.2,239.21,1388.0,92.55,17,Rooftop,Rural,92.08
39.7,249.39,296.0,97.04,18,Rooftop,Urban,96.79
26.4,242.16,578.0,96.34,19,Rooftop,Urban,100.0
30.9,238.81,2532.0,83.04,20,Ground,Urban,72.86
35.2,246.24,454.0,96.57,21,Rooftop,Rural,100.0
36.4,239.57,3544.0,70.25,22,Ground,Urban,61.95
28.9,240.32,4290.0,67.98,23,Ground,Urban,52.5
26.4,245.9,258.0,98.05,24,Rooftop,Rural,100.0
34.4,236.43,322.0,96.06,1,Ground,Rural,99.51
33.0,243.13,652.0,96.07,2,Rooftop,Rural,96.99
35.2,240.12,1718.0,82.75,3,Ground,Rural,78.59
35.4,241.73,376.0,97.79,4,Ground,Rural,100.0
34.5,243.29,492.0,96.78,5,Rooftop,Rural,100.0
35.2,237.86,2298.0,77.48,6,Rooftop,Urban,69.59
34.5,241.09,1482.0,90.2,7,Ground,Rural,89.52
40.0,240.68,1074.0,92.56,8,Ground,Urban,91.3
34.5,241.86,442.0,95.96,9,Ground,Urban,100.0
33.8,238.17,590.0,95.25,10,Ground,Rural,91.37
42.8,242.24,1342.0,91.98,11,Ground,Rural,84.52
27.7,239.88,336.0,97.84,12,Rooftop,Urban,100.0
42.5,231.84,2930.0,79.25,13,Rooftop,Rural,60.71
30.7,239.72,240.0,97.94,14,Rooftop,Rural,100.0
33.4,240.68,1386.0,87.08,15,Ground,Urban,92.99
38.7,240.02,1762.0,84.68,16,Ground,Urban,79.82
39.7,241.9,356.0,96.37,17,Ground,Urban,100.0
41.6,239.78,324.0,95.57,18,Rooftop,Urban,96.13
32.2,248.02,292.0,98.39,19,Rooftop,Urban,100.0
35.6,240.59,296.0,97.01,20,Ground,Rural,100.0
45.6,243.1,224.0,98.11,21,Ground,Urban,94.06
37.7,239.31,1854.0,88.93,22,Ground,Rural,79.39
35.2,241.87,1388.0,89.11,23,Ground,Urban,87.9
31.2,241.71,344.0,97.03,24,Ground,Rural,100.0
33.9,241.57,306.0,97.7,1,Rooftop,Rural,100.0
35.5,236.31,316.0,96.9,2,Rooftop,Urban,98.4
35.7,239.63,234.0,98.53,3,Rooftop,Rural,100.0
25.6,240.34,486.0,95.3,4,Rooftop,Urban,100.0
39.2,244.0,382.0,97.67,5,Rooftop,Urban,93.7
37.5,242.11,702.0,95.71,6,Rooftop,Rural,87.32
37.8,242.19,262.0,97.58,7,Rooftop,Rural,97.82
38.8,243.88,252.0,97.52,8,Ground,Urban,100.0
36.7,243.75,350.0,96.05,9,Rooftop,Rural,100.0
33.7,234.74,122.0,98.57,10,Rooftop,Urban,100.0
44.9,236.52,564.0,94.02,11,Rooftop,Urban,92.97
27.5,244.9,338.0,97.15,12,Ground,Urban,100.0
33.3,239.04,726.0,93.67,13,Ground,Urban,98.4
35.5,242.49,210.0,99.0,14,Rooftop,Rural,100.0
31.9,235.21,248.0,98.24,15,Rooftop,Rural,100.0
32.6,238.44,158.0,98.6,16,Rooftop,Rural,100.0
32.9,244.06,324.0,98.08,17,Ground,Urban,100.0
36.5,245.42,228.0,98.33,18,Ground,Rural,100.0
30.0,242.21,658.0,94.33,19,Ground,Urban,100.0
25.3,239.36,1140.0,89.02,20,Rooftop,Urban,98.58
21.3,238.9,1474.0,87.32,21,Rooftop,Rural,98.18
29.9,242.18,1514.0,87.52,22,Rooftop,Urban,93.36
39.2,237.37,4152.0,77.78,23,Ground,Urban,58.85
32.7,240.12,1730.0,87.05,24,Ground,Urban,85.97
36.4,233.43,642.0,93.72,1,Ground,Urban,96.77
33.7,240.51,2244.0,79.79,2,Ground,Urban,79.15
38.5,238.61,818.0,93.08,3,Ground,Rural,98.56
29.6,238.39,1638.0,88.39,4,Ground,Rural,89.81
28.5,231.12,1486.0,90.26,5,Ground,Rural,95.77
38.1,241.83,374.0,97.76,6,Rooftop,Rural,100.0
40.4,244.45,256.0,97.95,7,Ground,Urban,100.0
37.4,235.64,2600.0,74.66,8,Ground,Rural,68.57
32.9,237.58,1388.0,91.47,9,Rooftop,Rural,79.96
39.8,237.77,1768.0,89.9,10,Ground,Urban,78.88
33.3,243.59,244.0,97.25,11,Ground,Urban,100.0
25.1,241.93,138.0,99.21,12,Ground,Urban,100.0
39.8,239.23,1336.0,91.29,13,Ground,Rural,90.12
22.2,237.6,546.0,96.69,14,Rooftop,Rural,100.0
43.7,243.45,290.0,97.68,15,Ground,Rural,100.0
34.3,242.49,1306.0,88.85,16,Ground,Rural,92.07
41.7,240.11,546.0,95.99,17,Ground,Rural,99.2
31.9,238.81,1576.0,87.47,18,Ground,Rural,85.44
29.8,241.13,1696.0,82.77,19,Ground,Rural,88.47
30.9,239.45,224.0,97.67,20,Ground,Rural,100.0
28.3,241.68,1728.0,87.66,21,Rooftop,Rural,91.02
32.8,242.42,338.0,96.83,22,Ground,Urban,100.0
30.4,241.69,234.0,97.97,23,Ground,Urban,100.0
34.9,243.51,2212.0,79.2,24,Ground,Rural,74.72
44.6,244.05,1710.0,90.18,1,Rooftop,Rural,79.13
31.9,235.02,194.0,98.64,2,Ground,Urban,100.0
38.1,237.29,336.0,96.53,3,Rooftop,Urban,99.69
36.7,236.83,2166.0,85.84,4,Ground,Rural,80.78
38.2,240.42,312.0,97.65,5,Rooftop,Rural,100.0
36.3,249.11,310.0,97.04,6,Rooftop,Urban,100.0
46.5,239.51,2682.0,75.14,7,Rooftop,Rural,68.58
30.5,236.26,2516.0,78.24,8,Rooftop,Rural,75.81
27.4,243.52,1222.0,91.33,9,Ground,Rural,98.55
29.2,235.34,3546.0,67.45,10,Rooftop,Urban,58.6
35.9,238.79,1354.0,87.73,11,Rooftop,Urban,83.41
39.6,239.09,1992.0,89.8,12,Rooftop,Urban,83.8
32.5,236.88,4544.0,65.36,13,Rooftop,Urban,48.79
31.7,240.76,346.0,97.31,14,Ground,Rural,100.0
36.4,238.2,1486.0,87.55,15,Ground,Rural,83.13
41.1,238.61,1564.0,86.69,16,Ground,Rural,82.55
35.7,244.05,602.0,96.72,17,Ground,Rural,99.84
38.3,240.4,504.0,95.58,18,Rooftop,Urban,97.95
33.3,243.47,266.0,97.3,19,Rooftop,Rural,99.6
37.3,240.43,170.0,98.83,20,Rooftop,Urban,100.0
27.5,244.44,1902.0,82.26,21,Rooftop,Urban,85.1
35.7,240.68,1052.0,93.71,22,Ground,Rural,91.42
29.2,239.93,656.0,93.21,23,Rooftop,Rural,100.0
35.4,242.37,156.0,98.56,24,Rooftop,Urban,100.0
41.5,234.24,1446.0,85.58,1,Ground,Urban,83.52
37.7,239.72,520.0,96.61,2,Ground,Rural,98.84
39.1,239.63,390.0,94.91,3,Rooftop,Rural,100.0
31.2,231.62,6800.0,62.88,4,Rooftop,Rural,30.93
32.5,241.46,1570.0,84.36,5,Ground,Rural,80.03
33.6,243.56,874.0,94.19,6,Rooftop,Urban,95.67
40.3,239.81,1268.0,88.61,7,Rooftop,Rural,88.02
28.8,241.42,1272.0,92.21,8,Ground,Urban,96.51
38.0,240.56,1262.0,90.38,9,Ground,Urban,85.51
33.1,241.25,386.0,97.02,10,Ground,Rural,100.0
31.3,237.66,2120.0,85.03,11,Rooftop,Urban,81.32
25.4,243.64,320.0,97.44,12,Rooftop,Rural,100.0
32.8,243.62,1510.0,89.07,13,Ground,Rural,92.37
38.8,238.76,3660.0,76.28,14,Ground,Rural,59.41
36.4,241.74,2074.0,78.58,15,Ground,Urban,75.28
30.5,245.67,2246.0,85.26,16,Ground,Rural,81.14
38.9,242.57,392.0,96.38,17,Ground,Urban,96.23
33.3,241.9,1394.0,88.2,18,Rooftop,Urban,92.88
46.6,231.9,1284.0,88.68,19,Ground,Rural,84.33
33.9,237.78,990.0,91.06,20,Rooftop,Urban,92.11
36.2,234.63,172.0,99.02,21,Ground,Urban,100.0
21.9,237.55,666.0,95.7,22,Ground,Urban,100.0
36.2,247.6,298.0,97.83,23,Rooftop,Rural,100.0
41.7,245.07,220.0,97.8,24,Rooftop,Urban,100.0
35.2,244.45,208.0,98.28,1,Ground,Urban,100.0
32.0,238.07,4814.0,67.81,2,Ground,Rural,52.89
39.0,241.98,794.0,93.91,3,Rooftop,Urban,88.93
32.1,240.74,1630.0,85.36,4,Ground,Urban,89.56
35.8,242.31,444.0,95.71,5,Ground,Urban,100.0
39.0,238.34,1612.0,85.9,6,Ground,Rural,85.16
30.8,239.49,1000.0,90.92,7,Rooftop,Rural,94.59
21.9,247.57,308.0,98.45,8,Rooftop,Rural,100.0
36.9,241.61,682.0,93.32,9,Ground,Urban,95.31
35.1,243.14,1432.0,90.84,10,Ground,Urban,92.32
33.1,234.13,172.0,98.71,11,Ground,Urban,100.0
34.6,239.48,668.0,95.25,12,Rooftop,Rural,100.0
35.5,242.48,308.0,97.97,13,Ground,Rural,100.0
29.4,239.54,3646.0,80.84,14,Rooftop,Rural,70.03
32.3,240.19,1722.0,82.23,15,Rooftop,Urban,81.66
36.3,240.2,386.0,97.81,16,Rooftop,Urban,97.95
38.7,242.84,390.0,96.08,17,Ground,Urban,99.21
38.8,242.47,260.0,97.5,18,Ground,Rural,100.0
31.8,240.06,288.0,96.61,19,Ground,Urban,100.0
33.5,240.05,302.0,97.21,20,Ground,Urban,100.0
36.3,238.85,1718.0,86.59,21,Rooftop,Urban,78.54
34.0,240.83,296.0,98.37,22,Rooftop,Rural,100.0
33.7,240.19,1986.0,77.6,23,Rooftop,Urban,75.72
27.5,239.02,878.0,95.39,24,Ground,Urban,99.28
39.0,240.15,1754.0,84.0,1,Rooftop,Urban,81.94
28.8,239.02,1382.0,90.22,2,Rooftop,Urban,90.34
34.1,247.0,1366.0,91.56,3,Rooftop,Urban,86.98
32.8,240.57,218.0,97.66,4,Ground,Rural,100.0
34.8,244.11,1464.0,86.69,5,Ground,Urban,84.98
34.3,242.5,274.0,97.75,6,Rooftop,Rural,100.0
36.8,244.94,360.0,96.12,7,Rooftop,Urban,100.0
27.1,240.16,1536.0,86.67,8,Rooftop,Urban,87.32
39.5,238.9,1130.0,88.6,9,Ground,Rural,85.32
38.9,243.78,408.0,97.72,10,Rooftop,Urban,100.0
31.2,240.47,1514.0,84.4,11,Rooftop,Urban,86.02
35.7,243.88,606.0,93.48,12,Ground,Rural,94.16
36.2,240.18,1328.0,88.8,13,Ground,Urban,85.26
31.7,240.39,154.0,98.41,14,Rooftop,Rural,100.0
40.0,241.37,340.0,97.78,15,Ground,Rural,97.67
31.4,242.93,416.0,96.21,16,Rooftop,Rural,100.0
29.4,240.28,154.0,98.61,17,Ground,Urban,100.0
24.0,241.51,238.0,97.55,18,Rooftop,Urban,100.0
34.4,241.37,1302.0,92.49,19,Ground,Rural,90.97
35.7,237.6,1518.0,92.3,20,Ground,Urban,92.45
25.0,242.28,498.0,95.65,21,Ground,Rural,100.0
40.5,236.13,4614.0,71.09,22,Ground,Urban,50.37
39.1,237.14,1744.0,81.69,23,Rooftop,Urban,76.3
30.8,242.77,390.0,97.16,24,Ground,Rural,100.0
36.3,238.87,2720.0,81.81,1,Ground,Rural,71.01
32.4,236.06,218.0,97.75,2,Rooftop,Rural,100.0
29.7,242.31,418.0,95.95,3,Ground,Rural,100.0
34.5,239.99,1374.0,88.65,4,Ground,Urban,87.87
45.0,243.19,316.0,98.32,5,Rooftop,Rural,96.29
35.3,242.04,332.0,97.82,6,Ground,Urban,98.94
39.6,246.19,1376.0,92.11,7,Rooftop,Urban,89.11
31.7,240.59,518.0,95.52,8,Ground,Urban,98.74
41.5,236.63,1846.0,90.43,9,Rooftop,Rural,81.09
37.0,239.83,1608.0,86.01,10,Rooftop,Rural,92.79
38.0,244.99,1454.0,87.4,11,Rooftop,Urban,83.87
35.9,237.0,102.0,99.03,12,Ground,Rural,100.0
39.7,241.74,110.0,99.26,13,Rooftop,Rural,100.0
30.4,242.66,470.0,96.93,14,Ground,Rural,100.0
39.2,242.97,626.0,93.71,15,Rooftop,Urban,92.03
30.2,241.02,444.0,95.63,16,Ground,Urban,100.0
30.2,240.02,224.0,97.75,17,Rooftop,Rural,100.0
28.7,241.46,366.0,97.41,18,Ground,Rural,100.0
42.5,243.51,232.0,98.41,19,Rooftop,Rural,94.27
40.9,249.8,526.0,95.85,20,Ground,Rural,97.81
39.1,239.64,260.0,98.07,21,Ground,Rural,99.68
33.4,240.84,2058.0,82.89,22,Ground,Urban,84.04
29.0,239.13,268.0,97.74,23,Ground,Rural,100.0
34.4,240.1,1584.0,84.93,24,Rooftop,Urban,88.28
29.6,237.08,210.0,98.69,1,Rooftop,Rural,100.0
27.4,241.54,326.0,98.19,2,Rooftop,Urban,100.0
26.1,235.64,2262.0,82.72,3,Rooftop,Urban,82.89
25.0,239.46,3616.0,73.78,4,Ground,Rural,65.0
35.9,243.72,1780.0,84.97,5,Ground,Rural,83.65
24.4,237.64,1184.0,91.52,6,Rooftop,Urban,99.72
34.6,240.39,4238.0,59.71,7,Ground,Urban,48.41
43.2,236.46,2738.0,78.25,8,Ground,Urban,68.77
33.7,242.82,286.0,97.01,9,Rooftop,Rural,100.0
28.7,240.93,1462.0,87.11,10,Ground,Urban,97.57
35.7,242.57,234.0,97.62,11,Rooftop,Rural,100.0
34.4,240.24,308.0,98.55,12,Rooftop,Rural,97.29
23.6,234.91,1550.0,84.03,13,Rooftop,Rural,88.83
39.7,238.21,1256.0,87.83,14,Rooftop,Urban,88.34
31.1,241.77,1382.0,88.72,15,Rooftop,Urban,95.66
32.7,245.18,1414.0,93.05,16,Rooftop,Urban,94.03
35.0,243.3,906.0,95.52,17,Rooftop,Rural,95.19
33.4,248.04,214.0,98.7,18,Ground,Urban,100.0
48.9,239.7,1470.0,88.85,19,Rooftop,Urban,76.23
39.3,241.4,162.0,98.23,20,Ground,Rural,100.0
33.0,241.4,1378.0,91.23,21,Rooftop,Rural,89.72
37.5,240.99,1840.0,90.59,22,Rooftop,Urban,80.08
32.2,238.23,4852.0,54.97,23,Ground,Urban,40.84
35.3,241.09,1430.0,89.34,24,Rooftop,Urban,91.11
32.3,239.04,348.0,97.16,1,Rooftop,Urban,100.0
46.0,234.35,388.0,97.49,2,Ground,Urban,95.46
35.9,241.51,334.0,97.46,3,Ground,Rural,99.76
40.8,241.54,1348.0,86.54,4,Ground,Urban,80.53
30.4,240.58,108.0,99.49,5,Ground,Urban,100.0
38.2,242.77,1352.0,90.65,6,Ground,Urban,82.42
32.4,232.38,242.0,98.21,7,Rooftop,Rural,100.0
47.5,239.81,1324.0,86.8,8,Ground,Urban,81.46
36.1,236.17,1292.0,92.98,9,Rooftop,Urban,92.55
39.5,240.48,350.0,97.65,10,Rooftop,Urban,100.0
36.8,241.23,1466.0,88.06,11,Ground,Urban,89.79
32.5,239.52,1296.0,91.5,12,Ground,Rural,87.64
37.8,242.85,550.0,95.84,13,Ground,Urban,98.98
34.5,242.57,322.0,98.22,14,Ground,Rural,100.0
42.8,235.36,1276.0,93.41,15,Rooftop,Rural,83.97
34.1,243.2,334.0,96.78,16,Ground,Rural,100.0
37.8,242.16,248.0,97.54,17,Rooftop,Rural,100.0
33.4,237.4,3154.0,76.04,18,Ground,Rural,68.2
33.6,245.48,1496.0,88.44,19,Ground,Rural,89.76
37.2,236.08,2496.0,80.45,20,Rooftop,Urban,74.31
35.9,240.18,220.0,98.68,21,Ground,Rural,100.0
39.5,242.18,206.0,98.01,22,Ground,Urban,97.18
42.5,245.86,3938.0,69.89,23,Ground,Urban,48.92
29.0,242.35,1298.0,90.49,24,Rooftop,Urban,91.56
35.9,244.14,546.0,95.72,1,Ground,Urban,97.06
32.6,241.71,398.0,95.69,2,Ground,Urban,100.0
37.6,238.29,2064.0,86.76,3,Ground,Urban,79.83
35.7,243.14,342.0,98.3,4,Ground,Urban,100.0
34.4,238.08,3606.0,71.38,5,Ground,Urban,60.78
33.4,238.88,622.0,94.57,6,Ground,Rural,100.0
36.2,239.87,1360.0,90.61,7,Rooftop,Urban,90.22
32.2,244.29,396.0,96.06,8,Rooftop,Urban,100.0
41.1,237.47,128.0,99.16,9,Rooftop,Rural,99.37
36.5,241.53,1310.0,88.09,10,Rooftop,Rural,88.8
37.4,243.96,1938.0,89.74,11,Ground,Urban,76.36
43.0,241.51,1718.0,91.53,12,Ground,Urban,83.86
39.8,239.95,1386.0,89.01,13,Ground,Urban,86.89
31.8,239.05,3758.0,77.27,14,Ground,Rural,66.82
38.5,242.68,2114.0,83.76,15,Ground,Rural,70.41
44.5,242.01,318.0,98.13,16,Rooftop,Rural,95.49
37.2,244.36,318.0,97.05,17,Rooftop,Rural,100.0
41.4,241.27,206.0,98.04,18,Rooftop,Rural,100.0
27.8,239.65,168.0,98.64,19,Ground,Rural,100.0
30.8,242.32,340.0,97.45,20,Ground,Rural,100.0
33.6,240.32,178.0,98.64,21,Rooftop,Urban,98.62
46.3,243.93,632.0,94.64,22,Rooftop,Rural,91.37
34.3,240.74,228.0,98.8,23,Ground,Urban,100.0
37.6,241.22,1096.0,91.55,24,Ground,Rural,92.75
27.2,238.57,1344.0,88.66,1,Ground,Rural,93.65
36.8,240.74,1292.0,91.31,2,Ground,Urban,89.92
35.5,234.63,196.0,97.8,3,Rooftop,Urban,100.0
31.3,240.56,394.0,97.16,4,Ground,Urban,100.0
35.9,245.62,348.0,96.8,5,Rooftop,Rural,96.58
33.7,243.73,402.0,96.38,6,Ground,Rural,100.0
33.6,237.86,2528.0,73.64,7,Ground,Rural,70.74
35.2,240.7,756.0,91.22,8,Rooftop,Rural,92.86
31.1,240.31,1406.0,90.64,9,Rooftop,Rural,91.63
26.3,247.15,236.0,98.49,10,Ground,Rural,100.0
31.1,244.62,212.0,98.38,11,Rooftop,Urban,100.0
32.5,241.29,356.0,96.75,12,Rooftop,Urban,99.93
26.6,239.46,1340.0,90.71,13,Ground,Rural,94.83
36.0,241.0,688.0,95.76,14,Rooftop,Urban,96.17
44.1,234.68,266.0,97.62,15,Rooftop,Rural,94.94
33.5,241.16,2856.0,74.03,16,Rooftop,Urban,69.94
33.1,241.77,432.0,97.27,17,Ground,Rural,100.0
40.5,239.8,296.0,98.19,18,Ground,Rural,100.0
43.7,249.72,808.0,93.29,19,Ground,Rural,91.18
39.9,242.23,378.0,96.14,20,Ground,Rural,100.0
29.4,246.65,276.0,97.24,21,Ground,Urban,100.0
32.3,242.03,2096.0,80.64,22,Rooftop,Rural,75.64
39.4,242.67,1454.0,91.53,23,Ground,Rural,84.0
40.2,243.04,212.0,97.56,24,Rooftop,Urban,100.0
44.3,242.49,324.0,97.87,1,Ground,Urban,97.43
34.7,239.11,182.0,98.16,2,Rooftop,Urban,100.0
22.4,245.19,244.0,97.5,3,Rooftop,Rural,100.0
35.0,236.52,568.0,95.48,4,Ground,Rural,98.9
29.9,243.25,276.0,97.08,5,Rooftop,Urban,100.0
32.0,240.06,440.0,95.02,6,Ground,Urban,100.0
